premise,hypothesis,label,o_index,id
a man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street,a man is wearing a blue checkered shirt and riding a unicycle in the street,neutral,361,7319
small children are climbing a statue in a park,two children are playing on a statue,neutral,362,7356
a tower is being looked at by a blonde lady,a woman is looking at the view of a city,neutral,363,7363
a man is standing on the top of the rocks with clouds behind them,somebody is standing on a mountain top,neutral,364,7374
a child is smiling at the camera and swimming underwater,a child is swimming underwater in a pool,neutral,365,7394
an american footballer is wearing the red and white strip,a football player is wearing black armbands,neutral,366,7410
the little girl is swinging and the woman is standing behind her,the girl who is little is swinging and the woman is standing behind,entailment,367,7445
a small child is showing excitement on a swing set at the park,the girl who is little is swinging and the woman is standing behind,neutral,368,7448
a surfer is riding the wave,a man is falling off a surfboard in the water,neutral,369,7464
the group of people is sitting in a dim room,the group of people is sitting in a room which is dim,entailment,370,7466
a man and two women in a dark room are sitting at a table with candles,the group of people is sitting in a dim room,entailment,371,7471
a man and two women in a darkened room are sitting at a table with candles,the group of dim people is sitting in a room,neutral,372,7475
a man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer,a man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,entailment,373,7477
the woman is not wearing a red jacket and is not holding a glass in front of the man in a white tshirt,a person is wearing a red jacket and holding a beer,neutral,374,7501
a child is watching someone playing outdoors and is spouting water over the rest of his family,a boy is holding a hose next to a man and another boy is watching,neutral,375,7533
there is no football player in a purple jersey running with the ball for a touchdown,a football player is running past an official carrying a football,neutral,376,7541
a football player is carrying an official past a rolling football,a football player in a purple jersey is running with the ball for a touchdown,neutral,377,7544
a young girl in a blue leotard is jumping in the air,a young girl in a leotard colored in blue is jumping in the air,entailment,378,7546
the young girl in blue is jumping in the air,a young girl in blue is jumping in the air,entailment,379,7548
the bunch of men are playing rugby on a field full of mud,some men are playing rugby,entailment,380,7582
a person is looking at a bike designed for motocross that is lying on its side and another is racing by,the bike rider is looking at an accident of another bike rider,neutral,381,7590
there is no little boy wearing a green soccer strip and running on the grass,a little boy is wearing a green soccer strip and is running on the grass,contradiction,382,7649
the man at the beach is not doing a handstand on the wet sand at the edge of the water,the man is doing a handstand on the wet sand at the edge of the water at the beach,contradiction,383,7667
a young mother is playing with her boy in the park,a young boy is playing in the park with his mother,entailment,384,7677
a man is spraying a super soaker into the mouth of a dog,there is no man spraying a super soaker into the mouth of a dog,contradiction,385,7718
there is no man spraying a super soaker into the mouth of a dog,a man is squirting water into the mouth of a white dog with a squirt gun,neutral,386,7720
a boy under an umbrella is being held by his father who is wearing a blue coat,a boy who is wearing a blue coat is being held by his father under an umbrella ,neutral,387,7726
a boy under an umbrella is being held by his father who is wearing a blue coat,a child is experiencing a new world,neutral,388,7734
a dog is playing alone on a beach covered by snow,a dog is walking along a snowdrift,neutral,389,7743
a surfer is riding a big wave across dark green water,the surfer is riding a small wave,contradiction,390,7772
a tennis player is lunging to the left,a tennis player is jumping to the left,entailment,391,7795
two dogs are looking at something that is splashing in the water,some dogs are not playing in a stream,neutral,392,7820
a man in a blue cowboy hat is riding a white horse,a man in blue is riding a horse on a dirt road,neutral,393,7877
two white dogs are playing with a brown dog and a tennis ball,two white dogs are playing with a brown dog and a ball,entailment,394,7889
a person in a pink jacket is running onto the field,four athletes are with a woman in a crowded stadium,neutral,395,7932
a woman dressed in elegant clothing is inside a crowd of people and is looking up,a woman dressed in elegant clothing is inside a crowd of people and is looking down,neutral,396,7937
an asian woman is holding a fur scarf,an elegant woman is inside a crowd of people and is looking down,neutral,397,7938
a kid in a white tshirt is splashing in shallow water,a boy is running through the water at the beach,neutral,398,7947
a girl is running through the water at the beach,a boy in a white tshirt is splashing in shallow water,neutral,399,7950
a boy in a white tshirt is splashing in shallow water,a boy is running through the water at the beach,neutral,400,7951
the kids are not wearing suits and water is splashing around,children in swimming suits are playing in the water,neutral,401,7997
a young girl is wearing a blue patterned swim suit a black and yellow swim cap and has blue swimming goggles on her head,a little girl is wearing a blue patterned swim suit a black and yellow swim cap and has blue swimming goggles on the head,entailment,402,8057
a female cheerleader is sitting on the knee of a male cheerleader,some cheerleaders are relaxing,neutral,403,8122
the girl has red hair and eyebrows several piercings in a ear and a drawing on the back,the girl has red hair and eyebrows several piercings in a ear and a tattoo on the back,entailment,404,8138
the girl has red hair and eyebrows several piercings in a ear and no tattoo on the back,a girl with red hair and red eyebrows is in midspeech,neutral,405,8141
two people are driving a jeep and a lady is sitting on the top of it,two people are driving a jeep and a girl is sitting on the top of it,entailment,406,8163
the adults and children are not gathered near an outdoor seating arrangement,the adults and children are being gathered near an outdoor seating arrangement,contradiction,407,8193
a girl has colored patches on the cheeks,a girl is standing in a group and is wearing a black shirt and pink beads,neutral,408,8212
