pair_ID	sentence_AB	E_judgment
342	a brown and black domestic dog is running through the leaf [SEP] there is no domestic dog in a colored coat running across the pace	2
343	a white dog is wearing a christmas reindeer headband and is playing with a brown dog in the grass [SEP] the white dog wearing reindeer ears is near a brown dog	0
344	a woman is peeling a potato [SEP] the man is eating potato slices	2
345	a adult female is cutting bean curd [SEP] a adult female is cutting onions	2
346	a young child is climbing a rock climbing wall which is indoors [SEP] a child is indoors watching a program about some young climbers on a rock wall	2
347	a tiger is walking around aimlessly [SEP] a tiger is walking around a cage	2
348	a adult female is pouring eggs into a frying cooking pan [SEP] a adult female is removing eggs from a frying cooking pan	1
349	there is no basketball player on the court floor and no one is grabbing the ball [SEP] two basketball players are scrambling for the ball on the court	1
350	there is no man on a bicycle riding on the beach [SEP] a person is riding a bicycle in the sand beside the ocean	0
351	the person is playing the flute [SEP] a man is playing the guitar	2
352	someone is being boiled with okra in a pot [SEP] someone is cooking okra in a pan	2
353	the men are not playing association football [SEP] a adult male is riding a bike	2
354	a man is eating a pizza [SEP] a man is eating some food	0
355	a dog with a blue blanket is running through the grass [SEP] a dog with a blue muzzle is running around the yard with a jacket	2
356	a woman is walking with a pair of dogs [SEP] a woman is showing a dog with very long hair at a dog show	2
357	one panda is climbing [SEP] a man is climbing a rope	2
358	a tan domestic dog is running through the brushwood [SEP] a domestic dog which is tan is running through the brushwood	0
359	several young people are posing for a photo and holding beers [SEP] several old people are posing for a photo and holding beers	2
360	a kid is splashing in the pool [SEP] a kid is splashing in the ocean	2
361	one white dog is staring at the black street [SEP] two dogs of different breeds are looking at each other across a street	2
362	a person is slicing some mushrooms [SEP] the elephant is being ridden by the woman	2
363	a white and tan domestic dog is running through the tall and green grass [SEP] the lady is eating piece of meat	2
364	a child is indoors watching a program about some young climbers on a rock wall [SEP] the young boy is climbing the wall made of rock	2
365	a boy is wearing a white hat and is walking on the beach [SEP] a little kid is wearing a hat and is walking in the wet sand	2
366	a adult female is cracking some eggs into a bowl [SEP] a adult female is adding ingredients to a bowl	0
367	a man is passionately playing a guitar [SEP] one man is passionately playing the guitar	0
368	the man is playing a guitar [SEP] a man is playing a trumpet	2
369	an onion is being sliced by a woman [SEP] a woman is slicing an onion	0
370	a great dog is climbing a steep hill [SEP] there is no light brown dog running up a street	2
371	the adult male is kicking a boxing trainer [SEP] the adult male is kick boxing with a trainer	0
372	a girl in blue is sliding down a green microscope slide [SEP] the young girl in blue is enjoying a microscope slide	0
373	a bird is resting its wings in the water [SEP] a brown duck with a green head is flapping its wings in the water	2
374	a man is riding a motorcycle through the town [SEP] a man is riding a motorbike	0
375	a man is playing a bamboo flute [SEP] the man is not playing a flute	1
376	the bike rider is not looking at the accident of another bike rider [SEP] the bike rider is looking at an accident of another bike rider	1
377	a person on a bike is jumping through the air and the sun is flaring through the bike frame [SEP] the person is not flying through the air on a bicycle	2
378	a fish is hunting for a turtle in the sea [SEP] the turtle is following the fish	2
379	the man is doing a wheelie with a motorbike in a field which is mostly barren [SEP] the man is doing a wheelie with a motorcycle on ground which is mostly barren	0
380	a adult male is playing the guitar [SEP] a adult male is dropping the guitar	2
381	a boy is standing in a room by a lamp light [SEP] a boy is sitting in a room and playing a piano by lamp light	2
382	a young boy with a bib is watching the camera [SEP] a tan skinned child is looking at the camera	2
383	a man is slicing a potato [SEP] there is no man cutting a potato	1
384	small children are climbing a statue in a park [SEP] two children are playing on a statue	2
385	the mortal is slicing onions [SEP] the mortal is peeling an onion	1
386	the girl in the blue and white uniform is cheering [SEP] a girl in a uniform which is blue is lowering her arm	2
387	a dog is running towards a ball [SEP] there is no dog running through a field and chasing a ball	2
388	a steak is being rinsed with water by a mortal [SEP] a mortal is rinsing a steak with water	0
389	a monkey is riding a motorcycle [SEP] there is no monkey riding a motorcycle	1
390	two men are doing a funny skit with a boxer in front of a crowd of people [SEP] two men are doing a skit which is very funny with a boxer in front of a crowd of people	0
391	the adult male in the purple hat is operating a photographic camera that makes picture [SEP] a adult male with a photographic camera is studying the theme	2
392	two sumo wrestlers are fighting [SEP] a man is riding a water toy in the water	2
393	the snowboarder is leaping over white snowfall [SEP] a mortal who is practicing snowboarding jumps into the air	0
394	there is no boy walking across a bridge [SEP] a boy is walking across a bridge	1
395	a domestic dog is chasing the tail of an fauna in the grass [SEP] the tail of an fauna is being chasing by a domestic dog in the grass	0
396	a man is shaking a drink [SEP] a man is mowing a lawn	2
397	a domestic dog with a blue neckband is playing with the ball in the garden [SEP] a domestic dog with a blue neckband is playing with the ball outside	0
398	the men are packing suitcases into the trunk of a car [SEP] the young boy is running through the ocean waves	2
399	a seated adult female is singing a vocal and playing the guitar [SEP] a adult female on a stone is standing and looking around	2
400	tofu is being sliced by a woman [SEP] a woman is slicing tofu	0
401	a adult male is taking pictures of a lake [SEP] a adult male is tearing up the pictures of a lake	2
402	a man with paint covered clothes is sitting outside in a busy area writing something [SEP] a man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	0
403	there is no classroom full of students looking in the same direction inside a bamboo structure [SEP] a group of students in uniforms is listening attentively at the front of the class	2
404	a boy is jumping off a platform and two other boys are standing and watching [SEP] nobody is jumping off a platform	1
