premise,hypothesis,label,original_index
Dog climbing over wall,A dog is climbing.,entailment,379410
Eleven individuals stand at a balcony looking out at the trees and fauna outside.,The football players are taking part in practice on the field.,contradiction,537275
The brilliant white snow serves as a back drop as five men wearing snow boards and winter attire plan their snow boarding adventures.,Members of a snowboarding team prepare to snowboard.,neutral,525544
pigeons scouring for food on sidewalk,A flock of pigeons flying over ocean water.,contradiction,516404
cowboy holding on to the horse,A cowboy riding the wild horse.,neutral,104989
Tennis champ Rafael Nadal lunges to return a ball.,The tennis champ is falling on the ground to save the ball.,neutral,43933
Cat playing with a dangling string.,The male cat is playing.,neutral,359173
Two blonds show their Canadian pride.,Two women have Canadian flags painted on their faces.,neutral,73945
The cook is looking over the order to make sure everything is right.,The restaurant is open for business.,neutral,416814
Various individuals riding escalators.,people on escalators,entailment,536068
A stadium full of soccer fans dressed in orange cheer at the 2007 UEFA Under-21 Football Championship in the Netherlands.,"The fans in the stands wore their team color, orange.",entailment,19658
People grabbing a train at the train station.,People are boarding a train.,entailment,522189
Couple kissing in the middle of a street.,Couple kissing outside,entailment,535253
A officer is standing by a car.,The officer is standing,entailment,238479
Young South Asian Children play in the water near a small dam in a guided river.,Young South Asian Children play safely in the water near a small dam,neutral,239425
"Go kart racers, are driving aggressively and competitively in hopes of winning the race",Go kart racers are driving around the track.,entailment,436456
Mother rides her bicycle through a bike path with infant in passenger seat sitting behind her.,The people on the bike are two teenagers,contradiction,380965
Two newlyweds cut the wedding cake.,the child is black,neutral,534980
Two tired children rest on couches at an art museum while the adults around them view the art.,Three children run around as adults in a museum sit on a bench.,contradiction,96959
A balancing act on one wheel of a bicycle looks much easier than it probably really is!,Person balances on one wheel of bike.,entailment,435051
The Oxford Circus Station has many visitors right beside the subway.,People are waiting in line at a subway.,neutral,466696
Skipping gets me (and my rat tail) to work Faster!,A man is watching a game show on television on his day off.,contradiction,322170
Two drunk friends drink another drink with angry faces.,The two friends are at a bar.,neutral,256385
A Dodge race car is driving down a dirt road and throwing up dust with its wheels.,a race car is in road,neutral,172537
A place crowded with people coming and going.,People pass by.,entailment,283445
"Friends, out enjoying a drink together.",The friends are out together.,entailment,495131
Thrill seekers at an amusement park ride through the air.,The thrill seekers are off the ground.,entailment,77522
Teenagers having a barbecue in the park grilling some food.,A group of teens are vandalizing a storefront.,contradiction,80310
Entertainers at a Renaissance Fest being watched by spectators.,Entertainers being watched by spectators.,entailment,374739
Celebrants climbing a traffic light.,The celebrants are sitting on the ground crying and feeling sad.,contradiction,27973
Homeless person sleeping in the park in New york city.,A homeless person is sleeping on a bench outside.,neutral,226427
Fuzzy photo of two girls reading a magazine.,Two boys trade comic books.,contradiction,506559
A cold overcast day in New York City.,New York is harsh this time of year.,neutral,20606
People attend a gathering at a house.,They are at a home.,entailment,490534
2 white ladies in casual clothing.,The women are naked.,contradiction,108924
Nurses are looking at various toys in the medical center.,The nurses are at the medical center.,entailment,215972
Bird spreads wings over water.,A bird near water.,entailment,315911
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light.,A tall human near food,neutral,188622
The vendor is holding a lot of balloons created in the shape of Disney characters.,A man is selling hot dogs.,contradiction,136404
Chef with brown hair and beard picks out fruit.,The chef has brown hair,entailment,23249
Women burning what looks like incense.,Something is burning and creating smoke.,entailment,136501
A roof is being torn apart by one person.,The guy is going to repair the roof.,neutral,18334
Three roommates are doing yoga in the living room.,People doing yoga on a Wii in the house.,neutral,501356
Multiple walls and decks filled with different kind of writings.,The room is filled with stuff.,entailment,268636
Blurry view of a woman in black shirt on the phone in her office.,There is one woman in this picture.,entailment,337921
girls singing at a talent show.,There are girls singing at a talent show.,entailment,364647
My date is not coming on time.,date doesnt like him,neutral,105192
People watch a musician play the guitar.,A guitarist practices alone.,contradiction,290204
The bikers came around the corner very fast and it was a tight race with the blue biker in the lead.,A group of people in a bike race.,entailment,459244
People loiter and walk around on a busy sidewalk as a car passes by in the foreground.,The street is empty and dark.,contradiction,221427
"An nighttime baseball game in progress in a partial stadium with many people, with a large building in the background.",A baseball game is taking place in a stadium at night.,entailment,352921
Quite a few hikers walk through the snow with their gear.,A lot of hikers had snow gear.,entailment,65442
