id,premise,hypothesis,label
7544,a football player is carrying an official past a rolling football,a football player in a purple jersey is running with the ball for a touchdown,neutral
7546,a young girl in a blue leotard is jumping in the air,a young girl in a leotard colored in blue is jumping in the air,entailment
7548,the young girl in blue is jumping in the air,a young girl in blue is jumping in the air,entailment
7582,the bunch of men are playing rugby on a field full of mud,some men are playing rugby,entailment
7590,a person is looking at a bike designed for motocross that is lying on its side and another is racing by,the bike rider is looking at an accident of another bike rider,neutral
7649,there is no little boy wearing a green soccer strip and running on the grass,a little boy is wearing a green soccer strip and is running on the grass,contradiction
7667,the man at the beach is not doing a handstand on the wet sand at the edge of the water,the man is doing a handstand on the wet sand at the edge of the water at the beach,contradiction
7677,a young mother is playing with her boy in the park,a young boy is playing in the park with his mother,entailment
7718,a man is spraying a super soaker into the mouth of a dog,there is no man spraying a super soaker into the mouth of a dog,contradiction
7720,there is no man spraying a super soaker into the mouth of a dog,a man is squirting water into the mouth of a white dog with a squirt gun,neutral
7726,a boy under an umbrella is being held by his father who is wearing a blue coat,a boy who is wearing a blue coat is being held by his father under an umbrella ,neutral
7734,a boy under an umbrella is being held by his father who is wearing a blue coat,a child is experiencing a new world,neutral
7743,a dog is playing alone on a beach covered by snow,a dog is walking along a snowdrift,neutral
7772,a surfer is riding a big wave across dark green water,the surfer is riding a small wave,contradiction
7795,a tennis player is lunging to the left,a tennis player is jumping to the left,entailment
7820,two dogs are looking at something that is splashing in the water,some dogs are not playing in a stream,neutral
7877,a man in a blue cowboy hat is riding a white horse,a man in blue is riding a horse on a dirt road,neutral
7889,two white dogs are playing with a brown dog and a tennis ball,two white dogs are playing with a brown dog and a ball,entailment
7932,a person in a pink jacket is running onto the field,four athletes are with a woman in a crowded stadium,neutral
7937,a woman dressed in elegant clothing is inside a crowd of people and is looking up,a woman dressed in elegant clothing is inside a crowd of people and is looking down,neutral
7938,an asian woman is holding a fur scarf,an elegant woman is inside a crowd of people and is looking down,neutral
7947,a kid in a white tshirt is splashing in shallow water,a boy is running through the water at the beach,neutral
7950,a girl is running through the water at the beach,a boy in a white tshirt is splashing in shallow water,neutral
7951,a boy in a white tshirt is splashing in shallow water,a boy is running through the water at the beach,neutral
7997,the kids are not wearing suits and water is splashing around,children in swimming suits are playing in the water,neutral
8057,a young girl is wearing a blue patterned swim suit a black and yellow swim cap and has blue swimming goggles on her head,a little girl is wearing a blue patterned swim suit a black and yellow swim cap and has blue swimming goggles on the head,entailment
8122,a female cheerleader is sitting on the knee of a male cheerleader,some cheerleaders are relaxing,neutral
8138,the girl has red hair and eyebrows several piercings in a ear and a drawing on the back,the girl has red hair and eyebrows several piercings in a ear and a tattoo on the back,entailment
8141,the girl has red hair and eyebrows several piercings in a ear and no tattoo on the back,a girl with red hair and red eyebrows is in midspeech,neutral
8163,two people are driving a jeep and a lady is sitting on the top of it,two people are driving a jeep and a girl is sitting on the top of it,entailment
8193,the adults and children are not gathered near an outdoor seating arrangement,the adults and children are being gathered near an outdoor seating arrangement,contradiction
8212,a girl has colored patches on the cheeks,a girl is standing in a group and is wearing a black shirt and pink beads,neutral
8220,two dogs are running through water,two dogs are running through high grass,neutral
8263,some people and vehicles are on a crowded street,some people and vehicles are on a almost empty street,contradiction
8313,a young girl with painted face is standing next to some other children,children are being dressed in costumes and playing a game,neutral
8326,there is no bmx biker jumping dirt ramps in front of a body of water,two bmx bikers are jumping dirt ramps in front of a body of water,contradiction
8334,a man is doing a trick on a skateboard,a person is doing a trick on a skateboard,entailment
8343,a man in a motocross uniform is wearing a helmet and rides a red motorcycle,a person in a motocross uniform is wearing a helmet and rides a red motorcycle,entailment
8362,a boy in a striped shirt is jumping behind a water fountain,a boy in a striped shirt is jumping in front of a water fountain,neutral
8375,two large dogs a light colored one and a dark one are sleeping on a snowy terrain,two dogs are leaping through snowy grass and rocks,neutral
8383,a girl in blue is sliding down a green slide,the young girl in blue is enjoying a slide,entailment
8389,a white man is walking next to a building in a big city,a black man is walking next to a building in a big city,neutral
8461,a man with no hat is sitting on the ground,a man with a backwards hat is sitting on the ground,neutral
8471,a girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair,a girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,entailment
