premise,hypothesis,label,o_index
a young child is climbing a rock climbing wall which is indoors,a child is indoors watching a program about some young climbers on a rock wall,neutral,346
a tiger is walking around aimlessly,a tiger is walking around a coop,neutral,347
a adult female is pouring eggs into a frying cooking pan,a adult female is removing eggs from a frying cooking pan,contradiction,348
there is no basketball game participant on the judicature floor and no one is grabbing the ball,two basketball game players are scrambling for the ball on the judicature,contradiction,349
there is no adult male on a bike riding on the beach,a mortal is riding a bike in the sand beside the ocean,entailment,350
the mortal is playing the transverse flute,a adult male is playing the guitar,neutral,351
someone is being boiled with okra in a pot,someone is cooking okra in a cooking pan,neutral,352
the men are not playing association football,a adult male is riding a bike,neutral,353
a man is eating a pizza,a man is eating some food,entailment,354
a domestic dog with a blue cover is running through the grass,a domestic dog with a blue gun muzzle is running around the pace with a jacket,neutral,355
a woman is walking with a pair of dogs,a woman is showing a dog with very long hair at a dog show,neutral,356
one panda bear is climbing,a adult male is climbing a rope,neutral,357
a tan domestic dog is running through the brushwood,a domestic dog which is tan is running through the brushwood,entailment,358
several young people are posing for a photo and holding beers,several old people are posing for a photo and holding beers,neutral,359
a kid is splashing in the pool,a kid is splashing in the ocean,neutral,360
one white domestic dog is staring at the black street,two dogs of different breeds are looking at each other across a street,neutral,361
a mortal is slicing some mushrooms,the elephant is being ridden by the adult female,neutral,362
a white and tan domestic dog is running through the tall and green grass,the lady is eating piece of meat,neutral,363
a child is indoors watching a program about some young climbers on a rock wall,the young boy is climbing the wall made of rock,neutral,364
a male child is wearing a white hat and is walking on the beach,a little child is wearing a hat and is walking in the wet sand,neutral,365
a adult female is cracking some eggs into a bowl,a adult female is adding ingredients to a bowl,entailment,366
a man is passionately playing a guitar,one man is passionately playing the guitar,entailment,367
the man is playing a guitar,a man is playing a trumpet,neutral,368
an onion is being sliced by a woman,a woman is slicing an onion,entailment,369
a great domestic dog is climbing a steep hill,there is no visible light brown domestic dog running up a street,neutral,370
the adult male is kicking a boxing trainer,the adult male is kick boxing with a trainer,entailment,371
a girl in blue is sliding down a green microscope slide,the young girl in blue is enjoying a microscope slide,entailment,372
a bird is resting its wings in the water,a brown duck with a green head is flapping its wings in the water,neutral,373
a adult male is riding a bike through the town,a adult male is riding a minibike,entailment,374
a man is playing a bamboo flute,the man is not playing a flute,contradiction,375
the bike rider is not looking at the accident of another bike rider,the bike rider is looking at an accident of another bike rider,contradiction,376
a mortal on a motorcycle is jumping through the air and the sun is flaring through the motorcycle frame,the mortal is not flying through the air on a bike,neutral,377
a fish is hunting for a turtleneck in the sea,the turtleneck is following the fish,neutral,378
the adult male is doing a wheelie with a minibike in a field which is mostly barren,the adult male is doing a wheelie with a bike on earth which is mostly barren,entailment,379
a adult male is playing the guitar,a adult male is dropping the guitar,neutral,380
a male child is standing in a room by a lamp visible light,a male child is sitting in a room and playing a pianoforte by lamp visible light,neutral,381
a young male child with a bib is watching the photographic camera,a tan shinny kid is looking at the photographic camera,neutral,382
